Witdh=12,Height=12 !!!
 -0.068054, -0.068054, -0.068054, -0.068054, -0.009304,  0.151295,  0.391067,  0.317826,  0.340991,  0.037102, -0.068054, -0.068054,
 -0.068054, -0.068054, -0.068054, -0.068054,  0.184136,  0.276739,  1.058978,  1.208578,  0.392557,  0.102895, -0.068054, -0.068054,
 -0.068054, -0.068054, -0.068054,  0.159685,  0.188313,  1.213981,  1.155149,  0.041382,  0.171178,  0.459237,  0.330802, -0.068054,
 -0.068054, -0.068054, -0.068054,  0.165004,  0.971317,  1.221429,  0.061414,  0.533928,  1.279225,  0.833860,  0.471696, -0.068054,
 -0.068054, -0.068054, -0.068054,  0.216515,  0.917112,  0.481322,  1.042011,  1.255234,  1.261017,  0.004385, -0.094530, -0.068054,
 -0.068054, -0.068054, -0.068054,  0.135277,  0.675393,  0.582426,  1.549264,  0.665975, -0.221027, -0.069813, -0.068054, -0.068054,
 -0.068054, -0.068054, -0.068054,  0.178800,  0.713046,  0.925582,  0.570754,  0.548961,  0.108351, -0.068054, -0.068054, -0.068054,
 -0.068054, -0.068054,  0.135446,  0.176712,  0.972067,  0.752960,  0.412936,  0.688352,  0.504296, -0.068054, -0.068054, -0.068054,
 -0.068054, -0.068054,  0.192670,  1.045937,  1.105568,  0.198725,  0.864367,  0.219029,  0.411512, -0.068054, -0.068054, -0.068054,
 -0.068054, -0.068054,  0.348962,  1.222744,  0.652054,  1.272809,  1.281627, -0.062504, -0.072655, -0.068054, -0.068054, -0.068054,
 -0.068054, -0.068054,  0.298504,  0.777927,  0.711245,  1.164788,  0.272829, -0.103114, -0.068054, -0.068054, -0.068054, -0.068054,
 -0.068054, -0.068054,  0.174858,  0.210720, -0.227688, -0.384302, -0.079420, -0.068054, -0.068054, -0.068054, -0.068054, -0.068054,

