Witdh=24,Height=24 !!!
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.044580,  0.216260,  0.614700,  0.792687,  0.561801,  0.147853, -0.064056, -0.118408, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.081124,  0.155527,  0.479568,  0.743545,  0.861834,  1.032300,  0.927754,  0.427492,  0.017717, -0.108383, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.071146,  0.104368,  0.465484,  0.718409,  0.660853,  0.661808,  0.551178,  0.202418, -0.123534, -0.145274, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.070567, -0.003044,  0.013679,  0.124844,  0.196427,  0.135883,  0.053558,  0.076591,  0.085344,  0.063919, -0.094554, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.058386,  0.163955,  0.151689,  0.018013,  0.018123, -0.173331, -0.278470, -0.158462,  0.257607,  0.507384,  0.550859,  0.353388,  0.027297, -0.094142, -0.123161, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.104675, -0.007942,  0.129812,  0.196789,  0.309786,  0.116232, -0.132621, -0.117732,  0.323172,  0.614692,  0.824886,  1.190543,  1.098257,  0.466429,  0.012065, -0.109053, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.100195, -0.115609, -0.060276,  0.223345,  0.436559,  0.196294,  0.125633,  0.488712,  0.722665,  0.706445,  0.729552,  0.965134,  0.947658,  0.433861, -0.031139, -0.115545, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.131449, -0.288127, -0.177246,  0.394597,  0.580763,  0.618211,  0.692229,  0.581656,  0.575293,  0.411951,  0.233110,  0.309574,  0.328575,  0.217967, -0.003794, -0.154407, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.334994, -0.749901, -0.392711,  0.794239,  1.354899,  0.955366,  0.563229,  0.479578,  0.295870, -0.026618, -0.348814, -0.162741,  0.137065,  0.029485,  0.020777, -0.041786, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.366842, -1.063518, -0.911736,  0.752885,  1.669579,  1.133234,  0.445715,  0.180941, -0.100760, -0.383793, -0.332195, -0.178909,  0.066502,  0.089011, -0.135101, -0.148732, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.296533, -0.935239, -1.040963,  0.337202,  1.404229,  0.861479,  0.282347, -0.104218, -0.251511, -0.187614, -0.103594,  0.080110, -0.064986, -0.164083, -0.145386, -0.130622, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.209621, -0.778238, -1.031266, -0.063780,  0.873884,  1.076972,  0.698082,  0.193926, -0.033013,  0.035123,  0.043259, -0.150414, -0.156892, -0.129485, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.104958, -0.336166, -0.789907, -0.352946,  0.308851,  0.965109,  1.479873,  1.130384,  0.528304,  0.068926, -0.167261, -0.135453, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.052274, -0.155385, -0.352237, -0.372533, -0.371623,  0.355281,  1.469340,  1.770898,  0.854744,  0.074732, -0.082334, -0.124071, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.072191, -0.004836, -0.166599, -0.091727, -0.039161, -0.610886, -0.529665,  0.809379,  1.640752,  1.248025,  0.296410, -0.087608, -0.121524, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.062004, -0.073677, -0.041291,  0.304546,  0.170316, -0.472320, -0.719296,  0.189146,  1.424385,  1.432930,  0.538478, -0.030099, -0.126670, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.077064, -0.056382, -0.128618,  0.148415,  0.449767,  0.417205, -0.058310, -0.461667, -0.073406,  1.039225,  1.195134,  0.428108, -0.007238, -0.114409, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.043735, -0.125438, -0.152482,  0.306257,  0.677325,  0.784871,  0.361578, -0.181840,  0.032773,  0.734075,  0.722063,  0.225749, -0.058761, -0.131197, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.258588, -0.453374,  0.045095,  0.912583,  1.230187,  0.990723,  0.550088,  0.190388,  0.082294,  0.407416,  0.386030,  0.031613, -0.035442, -0.104316, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.440350, -0.687190,  0.109973,  1.235739,  1.420407,  0.906874,  0.308944, -0.062235, -0.030939,  0.098193,  0.244376, -0.004194, -0.119263, -0.135453, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.679512, -1.329164, -0.965734, -0.055064,  0.198651, -0.135545, -0.319583, -0.345981, -0.055052,  0.140097,  0.046280, -0.079450, -0.150422, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.570346, -1.185444, -0.971508, -0.521340, -0.612868, -0.673255, -0.536099, -0.215323,  0.018007,  0.117034, -0.049535, -0.156768, -0.127495, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.362173, -0.754394, -0.765410, -0.577962, -0.581762, -0.452206, -0.168230,  0.052360,  0.110576, -0.111976, -0.173807, -0.130622, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,
 -0.125790, -0.125790, -0.125790, -0.125790, -0.214862, -0.438935, -0.432829, -0.346821, -0.366924, -0.279825, -0.110306, -0.125149, -0.185153, -0.149664, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790, -0.125790,

