Witdh=12,Height=12 !!!
 -0.031250, -0.031250, -0.031250, -0.031250, -0.031250, -0.031250, -0.187500,  0.468750,  0.437500,  0.062500, -0.031250, -0.031250,
 -0.031250, -0.031250, -0.031250, -0.031250, -0.031250, -0.468750,  0.625000,  0.718750,  0.437500,  0.093750, -0.031250, -0.031250,
 -0.031250, -0.031250, -0.031250, -0.031250, -0.312500,  0.968750,  1.062500,  0.843750,  0.187500,  0.375000,  0.312500, -0.031250,
 -0.031250, -0.031250, -0.031250, -0.093750,  0.437500,  1.000000,  1.000000, -0.093750,  0.656250,  0.625000,  0.406250, -0.031250,
 -0.031250, -0.031250, -0.031250, -0.156250,  0.625000,  0.468750,  0.687500,  1.156250,  1.031250,  0.656250,  0.343750, -0.031250,
 -0.031250, -0.031250, -0.031250,  0.031250, -0.187500,  0.843750,  1.562500,  1.187500,  0.843750,  0.312500,  0.062500, -0.031250,
 -0.031250, -0.031250, -0.031250, -0.031250,  0.343750,  1.187500,  1.437500,  1.000000,  0.281250, -0.031250, -0.031250, -0.031250,
 -0.031250, -0.031250, -0.031250, -0.437500,  0.843750,  0.875000,  0.687500,  0.906250,  0.562500, -0.031250, -0.031250, -0.031250,
 -0.031250, -0.031250, -0.031250,  0.656250,  0.812500,  0.718750,  1.031250,  1.093750,  0.593750, -0.031250, -0.031250, -0.031250,
 -0.031250, -0.031250, -0.437500,  0.562500,  0.437500,  1.031250,  1.218750,  0.812500,  0.375000, -0.031250, -0.031250, -0.031250,
 -0.031250, -0.031250,  0.187500,  0.250000,  0.968750,  1.031250,  0.906250,  0.562500,  0.093750, -0.031250, -0.031250, -0.031250,
 -0.031250, -0.031250,  0.406250,  0.531250,  0.937500,  0.718750,  0.375000,  0.156250, -0.031250, -0.031250, -0.031250, -0.031250,

